,Unnamed: 0,word_us,word_length,n_phon,nonword,n_phon_nw,ipa_words,ipa_nonwords,ipa_words_shuffle_0,ipa_nonwords_shuffle_0,ipa_words_shuffle_1,ipa_nonwords_shuffle_1,ipa_words_shuffle_2,ipa_nonwords_shuffle_2,ipa_words_shuffle_3,ipa_nonwords_shuffle_3,ipa_words_shuffle_4,ipa_nonwords_shuffle_4
86,86,acrobatics,10,10,acribanive,9,ækɹəbæɾɪks,ækɹɪbænaɪv,ɾæɪksbæəɹk,ɪvɹbææɪnak,bəɾɪɹkksææ,nɪbævɪaɹæk,ɹææsbɪɾkək,ɪɪabvnɹækæ,ɪkæɹksæəɾb,avɪnɪæbɹkæ,bkəæsæɪkɹɾ,ɪnvɪbæɹkæa
87,87,across,6,5,afliss,5,əkɹɑːs,ɐflɪs,əsɹːɑk,sɪflɐ,kɑːɹəs,sɪlfɐ,ːksɹɑə,ɐɪlfs,kɹɑsːə,sɪɐfl,ksːɹɑə,lfɐɪs
88,88,acrylic,7,7,acrolin,7,ɐkɹɪlɪk,ækɹəlɪn,lɪɐkɪɹk,ɹkɪænlə,ɪklkɪɐɹ,læəkɪnɹ,kɹkɪɐɪl,ɹknləɪæ,ɹlɪɪkɐk,ælkɹnɪə,ɹɪklkɪɐ,ɹlæknəɪ
89,89,act,3,3,arf,3,ækt,ɑːɹf,tæk,ːfɹɑ,ætk,ːfɑɹ,tkæ,ɹːfɑ,tkæ,fːɹɑ,ætk,fɑɹː
90,90,action,6,5,abcoon,5,ækʃən,ɐbkuːn,kænəʃ,buːkɐn,nkəʃæ,ːkɐnub,næʃək,ːnɐkub,nəʃæk,ɐknuːb,nkəʃæ,bːuɐnk
91,91,activate,8,7,actovale,7,æktᵻveɪt,æktuːveɪl,tɪᵻtvæke,vluɪætːke,eæɪtktᵻv,ːltvɪæeuk,ttkvᵻeæɪ,vuɪæetlːk,vɪækttᵻe,utɪvlekːæ,tæᵻɪvetk,uːkevtælɪ
92,92,active,6,5,abtain,5,æktɪv,ɐbteɪn,kævtɪ,btnɪɐe,tkæɪv,btɪneɐ,ævɪtk,tɪeɐbn,æɪtvk,ebntɪɐ,tɪvkæ,ɐebɪnt
93,93,activity,8,8,actiliry,8,æktɪvᵻɾi,æktɪlaɪɚɹi,ævɪᵻkitɾ,tɪkɪæliaɹɚ,ᵻvæɾtikɪ,ɪætikɪɚɹla,ɪkᵻvæiɾt,ɪliɹætaɪkɚ,æɪitvᵻɾk,ɪiɹtɪɚaælk,ɪtɾvæᵻik,iɪaæɪkɹɚlt
94,94,actor,5,5,abton,5,æktɚ,ɐbtɑːn,ɚktæ,ɑɐbːnt,ɚkæt,ɑːnbtɐ,ætkɚ,ɐtːɑnb,ɚætk,bnːtɑɐ,æɚtk,ɑbːtnɐ
95,95,actual,6,6,atduac,6,æktʃuːəl,ætduːæk,uəkʃːælt,duːætkæ,ːkluʃtæə,ædːæktu,ʃəæːkutl,tudækːæ,ækltuʃːə,ækædːut,tlukəːæʃ,kdtæːuæ
96,96,actuality,9,10,actuority,10,æktʃuːælᵻɾi,æktʃuːɔːɹᵻɾi,ɾuᵻtʃːækiæl,ɔitkːʃᵻɹæːuɾ,uilɾtæːæʃᵻk,ɾukɹᵻɔiætːʃː,ɾuiælktːʃæᵻ,kɹɔæʃɾːutᵻiː,ɾlːutæᵻikæʃ,tuːʃkːᵻɹæɔiɾ,ɾtiluᵻækæʃː,ᵻɾkʃɹituæɔːː
97,97,actually,8,7,actoarry,7,æktʃuːəli,æktɔːɹi,ʃæiːəlktu,ːæikɔtɹ,ʃiəːælkut,iɹtːɔkæ,uətiæːlkʃ,iɹɔktæː,ækuːəiʃlt,tækɹːɔi,lːʃkətuiæ,kɹɔtæiː
98,98,acute,5,5,amote,4,ɐkjuːt,æmoʊt,jtukːɐ,oʊtæm,tukːɐj,mtoʊæ,ɐtːukj,mtʊæo,ɐjktuː,ætʊom,ɐtuːjk,æmotʊ
99,99,adamant,7,7,adomint,7,ædəmənt,ɐdɑːmɪnt,ætnədəm,ːtnɪmɐdɑ,ənætdmə,dɐːtɑɪnm,əædmtnə,ɪːtɑɐdmn,dəəæmnt,dnːɑɪtmɐ,dəmtænə,nɐdːɪmtɑ
100,100,adapt,5,5,agaft,5,ɐdæpt,æɡæft,dtæpɐ,fæætɡ,ɐætdp,ftæɡæ,tɐædp,ætɡæf,ɐtpdæ,æftɡæ,æɐtdp,ætfæɡ
101,101,adaptability,12,12,adaptobalory,12,ɐdæptəbɪlᵻɾi,ɐdæptəbælɚɹi,lᵻɐpəiɪɾdætb,dɹtɐilɚəbæpæ,bɪdɾiæpɐlətᵻ,ædlɹipæɚɐbtə,ltdæbəiᵻɐɪɾp,æɹpltiɐɚdæəb,ɐdpætbiəɾᵻlɪ,tæpdɐbiəælɚɹ,ᵻdæptɐlɪbəɾi,pɐɹəiæɚbltdæ
102,102,adaptation,10,9,adaslative,9,ædæpteɪʃən,ɐdæslətɪv,eʃnɪətædæp,ɐlæɪtsvəd,nææətʃɪpde,ɪəlɐtæsvd,æɪdtnʃpəeæ,əsɪldvtɐæ,æpʃdeɪətnæ,ɪəlsdɐtvæ,tʃænɪæpəed,læɪdtsvəɐ
103,103,add,3,2,jadd,3,æd,dʒæd,dæ,æʒdd,dæ,ddʒæ,dæ,dædʒ,dæ,dædʒ,dæ,ʒædd
104,104,addict,6,5,ambict,6,ædɪkt,æmbɪkt,tkæɪd,bkæɪtm,dtkɪæ,tæmbɪk,tkdɪæ,ɪmæbtk,ktdɪæ,æbtkɪm,kæɪtd,kbɪmtæ
105,105,addiction,9,7,addirtoon,7,ɐdɪkʃən,ædɚtuːn,əɪɐndʃk,ntæudːɚ,nkʃdɪɐə,dutːnɚæ,ʃnɪdɐkə,tunæːɚd,ɐnɪkdəʃ,tdɚːnuæ,dkɪɐnʃə,uːtndæɚ
106,106,addition,8,6,addution,7,ɐdɪʃən,ɐduːʃən,ɪnədʃɐ,dːʃɐnəu,ɪʃədnɐ,ːʃudɐən,ənɪɐʃd,ːdnʃuɐə,ɪnəʃɐd,nʃduəɐː,nʃdɐɪə,ʃːəudɐn
107,107,additional,10,8,addoleanal,8,ɐdɪʃənəl,ædoʊlənəl,ʃədnɐəlɪ,ældəʊnəol,lɪədnɐəʃ,dlʊnoæləə,nɐdəəlɪʃ,ndloəəʊlæ,nɪdʃəəɐl,ʊləndəloæ,əɐndlʃəɪ,ldæəʊlnəo
108,108,additive,8,6,addutave,6,ædᵻtɪv,ɐduːɾeɪv,ᵻvɪætd,vɪːudɾɐe,dtᵻæɪv,edɾuːvɪɐ,ɪᵻævdt,ːvduɪɾɐe,tɪdvæᵻ,ːɐeɾdvɪu,vɪtæᵻd,dːɐvɾuɪe
109,109,address,7,5,affress,5,ɐdɹɛs,ɐfɹɛs,sdɹɛɐ,ɹfɐɛs,dsɐɹɛ,fsɐɛɹ,ɐdɛsɹ,sɐɛfɹ,ɹsdɐɛ,ɹɐɛfs,ɐsɹdɛ,ɐɹsɛf
110,110,addressee,9,6,addrissoo,6,ɐdɹɛsiː,ɐdɹɪsuː,ɹiɛɐdːs,ɪsːɐɹdu,isːɹɛdɐ,uɐɪːdɹs,ɹːɐsiɛd,dsɪːɐuɹ,dsɐɛiːɹ,ɐɪɹːuds,ːidsɹɛɐ,sːɪɐdɹu
111,111,adequate,8,7,adequite,7,ædɪkwət,ædɪkwaɪt,əɪwtkdæ,wdæɪakɪt,kəæɪtwd,tdaɪæɪkw,dætwəɪk,æɪatkwɪd,dtwæɪkə,ɪdwæktɪa,əkwtɪæd,æatdɪɪwk
112,112,adjacent,8,7,adjocant,7,ɐdʒeɪsənt,ɐdʒɑːkənt,eəstdɪɐʒn,əːdɐʒkntɑ,sdɐnteʒɪə,tɐnːkdʒɑə,nʒɐetəsdɪ,ndkəɑʒɐtː,sdʒɪtnəɐe,dʒəɐtɑːkn,ətnɪesʒdɐ,ədːʒɑntkɐ
113,113,adjective,9,7,adjictire,8,ædʒɪktɪv,ɐdʒɪktaɪɚ,dɪɪtʒvkæ,ɪɪɚdʒtkaɐ,æktɪdɪvʒ,kɐtaɪɚdɪʒ,ɪtævʒkdɪ,kɪdaɪʒtɐɚ,ʒtdækvɪɪ,ɚʒadtɪɐkɪ,ʒkdɪtævɪ,ɚɐtkɪdʒaɪ
114,114,adjourn,7,5,apnearn,6,ɐdʒɜːn,ɐpnɪɹn,nɜɐːʒd,ɪpnɹnɐ,ɐʒnːɜd,ɪnpɐɹn,ɜdʒɐːn,ɪpnnɹɐ,ɐɜnːʒd,nnɪpɹɐ,nʒdɜɐː,ɪpnnɹɐ
115,115,adjust,6,5,abnost,6,ɐdʒʌst,ɐbnɑːst,sɐʒʌtd,tsɑbnɐː,dsʒtʌɐ,ɑnbstɐː,dtʌsʒɐ,sɐnːbtɑ,tʌsɐdʒ,ːbnɑtɐs,ɐtʒsʌd,ɐntbːsɑ
116,116,administer,10,10,admanittan,9,ɐdmɪnɪstɚ,ɐdmænɪʔn̩,tɐɪɪmdɚns,ænʔmndɐɪ̩,sɪtɪdnɐmɚ,nɪædʔɐnm̩,ɪsmɚdɪtnɐ,nɐmd̩ænɪʔ,ɪnɪtmsdɐɚ,ænmd̩ɪɐnʔ,snɪmtdɪɐɚ,n̩nɪædʔmɐ
117,117,administrative,14,13,adminustrotion,13,ɐdmɪnɪstɹeɪɾɪv,ɐdmɪnəstɹoʊʃən,tɪɾɪendsmɪɪvɐɹ,ʃsɪmɐdtnəɹʊəon,meɪɾdɪnɐɪvstɪɹ,ʃoɐndəɹnməɪʊst,ɪɪɪɐɹsɾntevdmɪ,dməɐosʊtɪʃɹnən,ɪmtɹdɪɪnɪsvɐeɾ,ʊnsʃədoɪtəɹɐnm,esɾɪɹɪɪdmɐntvɪ,əonɹʃdəmntsɐɪʊ
118,118,administrator,13,13,adminustrotar,13,ɐdmɪnɪstɹeɪɾɚ,ɐdmɪnəstɹoʊɾɚ,dtɪmɹɐɪsnɚɪɾe,tɹɚɾodʊsnmɐɪə,sɚtɪdnɪeɐɾmɪɹ,osntəmdɐɾʊɚɪɹ,mtdɾsɹeɐɪɚɪnɪ,tɐmoɹsɪəɚdɾʊn,neɾsɪɐɹtɪdɪmɚ,ɐɚɾɪɹondtmsʊə,ɪeɪnɪdsmɾɐtɚɹ,ɚdɹsəɪomɾnɐʊt
119,119,admirable,9,9,adricably,9,ædmᵻɹəbəl,ɐdɹɪkəbli,ɹlmədəbᵻæ,bikdɪlɹɐə,lədᵻɹmbæə,dɹkɪbɐləi,ᵻəɹbldæmə,ɪiɐdlɹkəb,æɹᵻdbəlmə,blɹdəkɐɪi,bɹdəᵻəælm,ɐɹɪkəblid
120,120,admiral,7,7,admorel,7,ædmɜːɹəl,ɐdmɔːɹəl,dɜmɹlːæə,ɹɐməɔdːl,æəmlɹɜdː,ːməɐɔdɹl,əɜdlmːæɹ,məlɔɐɹːd,ldːɜæəɹm,məɹɐɔːdl,ɜəɹmːdæl,ɐlmɔɹədː
121,121,admiration,10,9,adnicative,9,ædmɚɹeɪʃən,ɐdnɪkətɪv,eʃəɪɚnæmdɹ,ɪənkvtdɪɐ,æɚndʃeɪməɹ,kɪdəvɐɪtn,eæɪʃɹɚdmən,tknɪəɐdvɪ,æɚɹmdnəeʃɪ,nɪdvɪɐətk,ɹæɪemdɚnʃə,kɐnɪvdɪtə
122,122,admire,6,6,abmite,5,ɐdmaɪɚ,ɐbmaɪt,aɚɐmdɪ,abtɐɪm,ɚadmɐɪ,ɐmaɪtb,aɚɪɐdm,bamɐtɪ,dɚamɐɪ,mtɪɐab,ɪɐdɚam,ɪmɐtab
123,123,admirer,7,8,adminer,7,ɐdmaɪɚɹɚ,ɐdmɪnɚ,ɹdɐaɪɚmɚ,dɚɪnɐm,dɚɹmɚɪɐa,ɪɐdmnɚ,ɐadmɹɪɚɚ,dmɚnɪɐ,ɪmɚɚdɐaɹ,nmɚɐdɪ,ɐɹdɚmaɚɪ,nmɪɚdɐ
124,124,admissible,10,9,admiffibly,9,ɐdmɪsᵻbəl,ɐdmɪfᵻbli,lᵻəmdɐɪsb,dbɪfɐlmiᵻ,ᵻɐsɪdləmb,ɐᵻdɪmlibf,əblsdmɐᵻɪ,fdiɐɪᵻmbl,ᵻbədlsɪmɐ,iɐɪᵻlfdbm,sɐmᵻdbəɪl,mlbfɐɪᵻdi
125,125,admission,9,7,admussoon,7,ɐdmɪʃən,ɐdməsuːn,əɐnʃdɪm,sduɐnmːə,ɪʃdəmnɐ,ɐdmːəusn,ɪdnʃmɐə,unəːdsɐm,ɐdʃɪənm,uɐməːdns,ɪmnɐʃdə,umnsɐədː
126,126,admit,5,5,abrot,5,ɐdmɪt,ɐbɹɑːt,ɪtmdɐ,tɐːɹɑb,ɐtɪdm,ɑtɐbɹː,ɐmtdɪ,ɹtbɐɑː,mtɐdɪ,ːɑɹbtɐ,ɐtmdɪ,ɑbːɹɐt
127,127,admittance,10,7,admuttense,8,ɐdmɪtəns,ɐdmʌtɛns,tsndməɐɪ,ɛɐdtsmʌn,nsdɐtəmɪ,nɐsɛdtmʌ,dnəmtɐsɪ,nɐʌmdtsɛ,mnəɐɪdts,ɐtndsɛʌm,sdmnɐtɪə,dsɛʌtmnɐ
128,128,adolescence,11,9,adolindence,10,ædəlɛsəns,ædəlɪndəns,sænəəɛsdl,ɪænləənsdd,ɛlssəædnə,ɪnsədælədn,ədælsənɛs,ənædəsɪdln,əssɛlndæə,dlədænəsɪn,æslsndəəɛ,ndənɪlæəds
129,129,adopt,5,5,adait,4,ɐdɑːpt,ɐdeɪt,tːɐɑpd,tɪɐed,pːɐtɑd,dteɐɪ,dtɐɑpː,ɪdeɐt,dːɐptɑ,deɐtɪ,pɐɑːtd,eɐdɪt
130,130,adoptive,8,7,adiptare,7,ɐdɑːptɪv,ædɪptɛɹ,dːvɑtpɪɐ,tɪɹædpɛ,ːɑdvptɪɐ,ɪɛætɹpd,vɐtɑpːɪd,tæɪdɹpɛ,ɪːɐtvdɑp,pɹdætɛɪ,ɪtdvɑːɐp,ɛpætɹdɪ
131,131,adorable,8,8,adanagle,8,ɐdɔːɹəbəl,ɐdænæɡəl,ɐəlbɹːɔəd,ææɐdnɡəl,ɹəɐbəlɔdː,ændæəɡlɐ,lɐəːɹɔbəd,nɡləææɐd,lːəbɐɹɔdə,dæəɐnɡlæ,lɹəɔbɐdəː,ænldɡɐæə
132,132,adore,5,5,adose,4,ɐdɔːɹ,ɐdoʊs,dɔːɐɹ,dɐsoʊ,ːdɹɐɔ,sɐʊdo,ːɹɔɐd,dʊɐos,dɹːɔɐ,ɐoʊds,dɹɐːɔ,doʊɐs
133,133,adrift,6,6,ascoft,6,ɐdɹɪft,ɐskɔft,fɪɹdɐt,ktfsɔɐ,fɐɹɪdt,tfɐɔsk,dftɪɹɐ,ɔskftɐ,ɐdɹɪft,ktfɔsɐ,tdɐɪfɹ,kfɐstɔ
134,134,adult,5,5,agolt,5,ɐdʌlt,æɡoʊlt,tɐlʌd,ɡætʊlo,ʌɐtld,ltɡoæʊ,lɐdtʌ,lotæɡʊ,dʌlɐt,ɡlʊæto,ltɐʌd,æloʊtɡ
135,135,adultery,8,8,adormery,8,ɐdʌltɚɹi,ɐdɔːɹmɚɹi,ilɚɹʌtdɐ,mɔɚiɹːdɹɐ,ɹɐldɚtiʌ,mɐdːɹɔɹɚi,dɹtʌiɚɐl,mdːiɐɔɚɹɹ,tdɚʌlɐiɹ,ɹmɐːdiɚɔɹ,dɹʌɐiɚtl,ɹiːɔmɚɐɹd
136,136,adulthood,9,8,adoltheed,8,ɐdʌlthʊd,ædoʊlthiːd,ʌdldɐhʊt,lːoʊddiæht,ltʊddhɐʌ,æltdʊoːhid,dɐʌtdhʊl,ohdæiʊdːtl,ʊdtɐhldʌ,ʊddiːtoæhl,tʌɐdʊlhd,dohdtʊliæː
137,137,advance,7,6,aphance,6,ɐdvæns,ɐfæns,dɐvæns,fæsnɐ,vdnæɐs,æɐfsn,nvdæɐs,æsɐfn,ɐvndæs,ɐæfns,dɐnsvæ,fsæɐn
138,138,advantage,9,8,advontare,8,ɐdvæntɪdʒ,ædvəntɛɹ,ɐtʒvdndɪæ,ənɛɹtævd,tdɪʒædɐvn,ənɹtdvæɛ,vʒæɪdɐntd,ɛætədvɹn,ʒɪvtdɐænd,ɹtænəɛdv,tʒvædndɐɪ,tdnɹəæɛv
139,139,advantageous,12,10,adranmagauge,10,ɐdvɐnteɪdʒəs,ɐdɹænmɐɡɔːdʒ,dtedɐɪɐnvəsʒ,mɔɐɡʒndæɹdːɐ,ɐntsɐevəʒdɪd,næɐːʒdɹɐmɡdɔ,ɐsʒɪvntəddɐe,ndɔmɹɐɐdæɡːʒ,ɪetdɐvʒədɐsn,æɹʒɐːɔmnɐddɡ,əɐtdɪnevdɐʒs,mdɐɡnɐɹɔːædʒ
140,140,adventure,9,8,advintude,9,ɐdvɛntʃɚ,ɐdvɪntuːd,ɚɐvdɛnʃt,dunɪvɐtːd,tʃɛdnɐvɚ,ːnutddɐɪv,ʃɚɛvtdnɐ,tːddɐunvɪ,vɛɐʃndtɚ,ɪudvtːnɐd,ɐɛdʃɚntv,ɐvtnuːɪdd
141,141,adverb,6,6,abcorb,6,ædvɜːb,ɐbkɔːɹb,bɜædvː,ɔɹbbɐːk,æɜdːvb,ɔbɐɹkbː,ːædɜbv,ɔɐɹkbːb,ædvːɜb,ɐɔbkːbɹ,vædːɜb,ːɐɹɔkbb
142,142,adverse,7,6,abvorse,6,ædvɜːs,ɐbvɔːɹs,sːæɜvd,ɔɐsbːvɹ,sæːdɜv,svɐɹɔːb,ɜːsvæd,sbɔːɹɐv,svdːæɜ,ɔvɐːɹsb,sæɜvːd,ɹbːɔsɐv
143,143,adversity,9,9,admerliry,9,ædvɚsᵻɾi,ɐdmɜːlaɪɚɹi,sᵻdɚæivɾ,ɪiaːɹldɜɚmɐ,viɾɚæsᵻd,ɜɚmɐɪalːɹid,ɾɚiævdsᵻ,dɚlɜɐɹaːimɪ,ɚædsvɾᵻi,ɜmɐdilɪɚɹːa,ɚsivæɾᵻd,mɹalɐːɚɜdɪi
144,144,advertise,9,8,advortide,8,ædvɚtaɪz,ædvəətaɪd,dɪaztɚæv,ɪədvæədat,ɚzætvdaɪ,ədəɪæatdv,aɚvdɪætz,əavdədtɪæ,ɪɚtadæzv,ɪəətdvaæd,ædzɚavtɪ,dɪdaæəəvt
145,145,advertisement,13,12,adpertainlent,12,ædvɚtaɪzmənt,ɐdpɚteɪnlənt,ɪtdnmaætəɚvz,tɪɚlndɐnəetp,dnɪæmɚtztvaə,pətnlɐteɚndɪ,ɚzatmnævəɪdt,etnpɚɐlɪdtnə,zaəæɚtvɪmdtn,tɐnɪepltdənɚ,əamɪznvæɚttd,ndtɐətpɚneɪl
146,146,advertising,11,10,adpercasive,10,ædvɚtaɪzɪŋ,ɐdpɚkeɪsɪv,vɚdɪaɪŋtæz,ɐkɪɚdeɪspv,ɚæɪŋzvdtaɪ,kɐɚpvɪɪeds,zɚŋvdtaæɪɪ,keɐɚvdɪpsɪ,dɪzŋtavɚɪæ,vɚɪɪsdkepɐ,dvɪaæŋtɚzɪ,kɪvɚdɪeɐps
147,147,advice,6,5,apwice,5,ɐdvaɪs,ɐpwɪsɛ,vdasɪɐ,wspɛɪɐ,sɐdavɪ,ɐwɪpsɛ,dsavɐɪ,wɛpsɐɪ,ɪɐdvsa,pɪɐɛws,ɐavɪds,ɪswɛɐp
148,148,advisable,9,9,advosably,9,ɐdvaɪzəbəl,ædvəsəbli,ləaəbɪdɐvz,əəbsvdliæ,ɐzəɪdləavb,svdləæbiə,zbvaəɪɐdəl,bvdæilsəə,baəlɪəɐdvz,vbəsælədi,avdəɪzəblɐ,ədbisæəlv
149,149,advise,6,5,abnose,5,ɐdvaɪz,ɐbnoʊz,azvdɪɐ,nɐzboʊ,vdɪɐaz,onɐzʊb,azvdɐɪ,nbʊozɐ,ɪdazɐv,nzɐobʊ,dvɐɪaz,onbzɐʊ
150,150,advisement,10,9,advasemint,9,ɐdvaɪzmənt,ɐdveɪsmɪnt,tmdɪɐzənav,ɐsmeɪtvɪnd,ɐmɪanvdətz,vɪnɪeɐdsmt,nmɐəzɪdvta,ɪɐsvtdɪmne,ɪtɐvnzdəma,ɪɪedtvnɐsm,ɐzaɪdmətvn,edmɪɪnsɐtv
151,151,advisory,8,8,adridomy,8,ɐdvaɪzɚɹi,ædɹɪdəmi,aɪɐzvɹdɚi,mɹidəædɪ,aɐɹdizvɪɚ,dɪəæɹdim,dvaɪɚɐɹiz,ɹddəmæɪi,ɪvdzɹiɚaɐ,ɪəæddmɹi,adɚzvɪɐiɹ,ædiədɹmɪ
152,152,advocate,8,7,advucale,7,ædvəkeɪt,ɐdvjuːkeɪl,kɪdtvæeə,uɐɪvjlːdke,vɪkdəeæt,dkjɐeːɪuvl,tveəkdæɪ,jːdveɐkɪul,tvkdeəæɪ,juelvdɪɐːk,kɪvdteæə,ːvdɪuɐlekj
153,153,aerial,6,5,aeroat,5,ɛɹɪəl,ɛɹoʊæt,əɹɪlɛ,ʊæotɹɛ,ɹɪəlɛ,tʊɹoæɛ,əɛɹlɪ,ætɛʊɹo,ɹəlɪɛ,toʊɛæɹ,ɛɪɹəl,ɹæotɛʊ
154,154,aerobic,7,6,aeribis,6,ɛɹoʊbɪk,ɛɹɪbɪs,ʊkɛɪoɹb,ɛsɪɹbɪ,obʊɪɹkɛ,ɛɪsɹɪb,ɛɹʊoɪkb,ɹbɪɛɪs,obkɹɪɛʊ,ɹɪɛbɪs,ʊɹkboɛɪ,ɪɪɛbsɹ
155,155,aeronautics,11,9,aeronailize,8,ɛɹoʊnɔːɾɪks,ɛɹoʊneɪlaɪz,ːsɹnɾɛɔkʊɪo,ɹɪɛlnzʊɪeoa,kʊɔɹːoɛsɪɾn,lɛnzeoʊɪɪaɹ,ɔkːɹʊɛnoɪsɾ,alɪzoʊɹneɪɛ,oːɔɹnsɾʊɪɛk,eolɪaʊzɪnɹɛ,ɔkoɾnʊɪɛsːɹ,neɪɛozɪʊalɹ
156,156,aerosol,7,6,aeisil,5,ɛɹəsɑːl,iːɪsəl,əɛlːɹsɑ,sləːɪi,ɛɑlːəsɹ,lɪəsiː,ɛɹːəlɑs,sɪliəː,ɹːəlɑsɛ,ɪːəisl,ɑɛsɹəlː,əsilːɪ
157,157,aerospace,9,7,aeispade,6,ɛɹoʊspeɪs,iːɪspeɪd,ʊoɛsepɹsɪ,ɪdiesːɪp,ɛpɹsoɪseʊ,ɪidɪpesː,psoɛɹʊseɪ,pːɪɪieds,ʊsɛɪpsoɹe,spieːɪdɪ,ɛsʊspeɪoɹ,isɪpdːeɪ
158,158,aesthetic,9,7,aethitin,6,ɛsθɛɾɪk,iːθɪtɪn,ksɪθɾɛɛ,tnɪiːɪθ,sɾɛɛθɪk,θɪnɪːit,ɪθsɛɛkɾ,nːtiɪɪθ,ɾɪsθɛkɛ,ːtniɪɪθ,ɛkɛsɾɪθ,ːtθɪnɪi
159,159,afar,4,4,ahor,4,ɐfɑːɹ,æhɚ,fɐːɑɹ,hæɚ,ɹɐːɑf,ɚhæ,fɹɐɑː,æɚh,ɐfːɑɹ,hɚæ,ːɐfɑɹ,hɚæ
160,160,affair,6,4,affeon,5,ɐfɛɹ,ɐfiːn,ɹɐɛf,ːnɐif,ɹɐfɛ,finɐː,ɛɹfɐ,ɐfiːn,fɹɐɛ,ifːnɐ,ɹfɛɐ,nfɐiː
161,161,affect,6,5,afforn,5,ɐfɛkt,ɐfɔːɹn,fɐktɛ,nɔɹɐːf,tfɛɐk,fɐɔɹːn,kɐɛtf,ɹɐnɔːf,kfɛtɐ,ːnfɐɔɹ,ɛtɐkf,nfɹːɔɐ
162,162,affection,9,7,afficlion,8,ɐfɛkʃən,ɐfɪkliən,ʃəkfɛɐn,fɪənkɐli,ʃɐnəfɛk,flkiɐənɪ,əʃɐnkɛf,ɐkfɪnilə,ɛfnʃɐək,ɪlfknɐəi,fnɐəʃkɛ,nikəɪlfɐ
163,163,affiliate,9,7,afroliase,8,ɐfɪlɪeɪt,æfɹoʊlɪeɪs,lɪɪtɪɐef,fæɪɪlsoɹeʊ,ɪtɪleɪɐf,æsɪlʊɪeofɹ,ɐfɪɪetlɪ,fɪoʊseæɹɪl,tɪɪɐfleɪ,ofɪlæʊɹsɪe,lɐefɪtɪɪ,ɪoefæɹslʊɪ
164,164,affinity,8,7,afranily,8,ɐfɪnᵻɾi,ɐfɹænili,fɪɾnɐiᵻ,ɹinɐilfæ,ɐnfᵻiɪɾ,infɐɹilæ,ᵻɐfiɪɾn,nɹæifiɐl,fɐᵻɾɪni,iælfɐnɹi,ɐɾɪᵻfin,lɐæifɹin
165,165,affirm,6,5,affape,4,ɐfɜːm,ɐfeɪp,fɜːmɐ,ɐfɪep,ːfmɐɜ,fɪɐpe,ɐmfːɜ,ɐɪfep,ɜɐːfm,eɐfɪp,ɐːfmɜ,pfɐɪe
166,166,affirmation,11,9,affigrative,9,æfɚmeɪʃən,ɐfɪɡɹətɪv,məfeɪnʃæɚ,ɹətɪɪɡvfɐ,ʃɪfæenəmɚ,ɡfɹəɪvɪɐt,ɪɚænmʃəfe,ɹvɪɡəɐfɪt,ɪnɚʃəeæfm,ɐfvtɪɪɹɡə,ɚenɪfʃəmæ,əɡɐfvɪtɪɹ
167,167,affirmative,11,9,affintatics,10,ɐfɜːmətɪv,ɐfɪntæɾɪks,ɜfːtɐɪmvə,ɪɐænfɪtsɾk,tːəɐfɜmvɪ,fnɾsætɪkɐɪ,vəːtfmɐɜɪ,æɐfntkɾɪɪs,mɐtːfɪvɜə,nfstɪkɪɾɐæ,ɜvːfɐmətɪ,sɐɪftknɪæɾ
168,168,afford,6,5,affese,4,ɐfɔːɹd,ɐfiːz,ɔɐɹːdf,ifːzɐ,ːɐɹɔfd,ɐːfzi,fːɹdɐɔ,ɐːfzi,ɹːdfɔɐ,iːɐzf,fdɔɹɐː,fziːɐ
169,169,afghan,6,5,aubran,5,æfɡæn,ɔːbɹən,fnɡææ,ɹnbɔːə,næɡfæ,ːnɔbɹə,æɡfæn,əɹːbnɔ,æɡænf,ːɔənɹb,æfɡæn,nbːəɹɔ
170,170,aflame,6,5,aflime,5,ɐfleɪm,ɐflaɪm,ɪefɐlm,ɐfɪlma,lmfɪɐe,mlaɐfɪ,lɪeɐfm,lɪfamɐ,ɪlɐmfe,aɪlmɐf,meɐlfɪ,aɪlmɐf
171,171,afloat,6,5,aprout,5,ɐfloʊt,eɪpɹaʊt,tʊɐfol,eɪptʊaɹ,ʊlofɐt,aɪʊɹtpe,lofɐtʊ,ɹɪetapʊ,olʊɐft,tepaʊɪɹ,tfɐʊol,atpɹɪeʊ
172,172,afraid,6,5,afroid,5,ɐfɹeɪd,æfɹoʊɪd,ɪfeɹdɐ,oædfɪɹʊ,ɪfɹdɐe,æɹodʊfɪ,efɐɹɪd,fæɹoʊɪd,feɐdɹɪ,æɹɪdʊfo,ɹɐdɪef,ʊoɹfdɪæ
173,173,African,7,7,Afrocap,7,æfɹɪkən,æfɹoʊkæp,ɹfækənɪ,fkææoɹpʊ,fəɹnɪkæ,ææɹʊofkp,æfkɹnɪə,æpɹfokʊæ,kfɹənɪæ,oæʊɹfpkæ,nkɪfɹəæ,kʊæopfæɹ
174,174,afterbirth,10,9,aftenbarth,9,æftɚbɜːθ,æftənbɑːɹθ,θfːtbɚɜæ,ːəɑθɹbntæf,bɜθːfætɚ,θɹːtɑæbfən,ftɜːæθbɚ,θæfnːəɹɑtb,ːɜæθbɚft,næəθbːɑtɹf,ɜtbːθæfɚ,fbɑtθæːəɹn
