,word_us,word_length,n_phon,nonword,n_phon_nw,Unnamed: 5,ipa_words,ipa_nonwords
350,antibody,8,8,anpibony,8,,æntɪbɑːdi,ænpɪbəni
351,anticipate,10,9,antimipade,9,,æntɪsᵻpeɪt,æntɪmɪpeɪd
352,anticipated,11,11,anticimated,11,,æntɪsᵻpeɪɾᵻd,æntɪsᵻmeɪɾᵻd
353,anticlimax,10,11,antocrimix,11,,æntɪklaɪmæks,æntəkɹɪmɪks
354,antidote,8,7,antudate,7,,æntɪdoʊt,æntuːdeɪt
355,antipersonnel,13,12,anticermennic,12,,æntɪpɜːsənɛl,æntɪsɜːmɛnɪk
356,antique,7,5,amtaste,6,,æntiːk,æmteɪst
357,antiquity,9,9,antaqoiry,9,,æntɪkwᵻɾi,æntɐkwɑːɹɹi
358,antiseptic,10,10,antosetmic,10,,æntɪsɛptɪk,æntoʊstmɪk
359,antisocial,10,9,antosivial,10,,æntɪsoʊʃəl,æntəsɪvɪəl
360,antler,6,6,almner,7,,æntlɚ,ɔlmnɚ
361,antonym,7,7,antunom,7,,æntənɪm,æntuːnəm
362,anus,4,4,apus,4,,eɪnʌs,ɐpjuːz
363,anxiety,7,7,aniopy,6,,æŋzaɪəɾi,ænɪəpi
364,anxious,7,6,arlgous,6,,æŋʃəs,ɑːɹlɡəs
365,anymore,7,6,anomare,6,,ɛnɪmɔːɹ,ɐnɑːmɛɹ
366,anyone,6,6,anyore,6,,ɛnɪwʌn,ɛnɪɔːɹ
367,anyway,6,5,anyfay,5,,ɛnɪweɪ,ɛnɪfeɪ
368,aorta,5,5,aurto,5,,eɪɔːɹɾə,ɔːətoʊ
369,apart,5,5,asave,4,,ɐpɑːɹt,ɐseɪv
370,apartment,9,9,apertmint,9,,ɐpɑːɹtmənt,æpɚtmɪnt
371,apathetic,9,8,apathenim,8,,æpɐθɛɾɪk,æpɐθɛnɪm
372,apathy,6,5,apophy,5,,æpəθi,ɐpɑːfi
373,ape,3,2,ope,2,,eɪp,oʊp
374,apiece,6,4,apouce,4,,ɐpiːs,ɐpaʊs
375,apologetic,10,10,apolumetic,10,,ɐpɑːlədʒɛɾɪk,ɐpɑːluːmɛɾɪk
376,apologize,9,8,apilogist,9,,ɐpɑːlədʒaɪz,ɐpɪlədʒɪst
377,apology,7,7,apilury,7,,ɐpɑːlədʒi,ɐpɪljʊɹi
378,apostrophe,10,9,apemtriphe,9,,ɐpɔstɹəfi,eɪpɪmtɹɪf
379,apparatus,9,8,apranatas,9,,æpɚɹæɾəs,ɐpɹɐnɑːɾəz
380,apparel,7,6,apporel,6,,ɐpæɹəl,ɐpɔːɹəl
381,apparent,8,7,appanems,7,,ɐpæɹənt,æpeɪnəmz
382,appeal,6,4,asteal,5,,ɐpiːl,ɐstiːl
383,appear,6,4,astear,5,,ɐpɪɹ,ɐstɪɹ
384,appearance,10,7,appeatarce,8,,ɐpɪɹəns,ɐpiːɾɑːɹs
385,appendage,9,7,appindade,7,,ɐpɛndɪdʒ,ɐpɪndeɪd
386,appendicitis,12,11,appenmiciton,11,,ɐpɛndɪsaɪɾɪs,ɐpɛnmɪsɪtən
387,appendix,8,8,appindux,8,,ɐpɛndɪks,ɐpɪndʌks
388,appetite,8,6,appotate,6,,æpɪtaɪt,ɐpoʊɾeɪt
389,appetizer,9,8,apremizer,9,,æpɪtaɪzɚ,ɐpɹɛmaɪzɚ
390,applaud,7,5,ampleon,7,,ɐplɔːd,æmplɪən
391,applause,8,5,amplempt,8,,ɐplɔːz,æmplɛmpt
392,apple,5,4,adfle,5,,æpəl,ɐdflɛ
393,appliance,9,7,amphiants,8,,ɐplaɪəns,æmfiənts
394,applicability,13,12,applicobalory,12,,ɐplɪkəbɪlᵻɾi,æplɪkɑːbɐlɚɹi
395,applicable,10,9,apprinably,9,,ɐplɪkəbəl,ɐpɹiːnəbli
396,applicant,9,8,applocart,8,,æplɪkənt,ɐplɑːkɑːɹt
397,application,11,9,apprilative,9,,æplɪkeɪʃən,ɐpɹɪlətɪv
398,applicator,10,9,apprilanor,9,,æplᵻkeɪɾɚ,ɐpɹɪlænɚ
399,applied,7,5,afflied,5,,ɐplaɪd,ɐflid
400,apply,5,4,adshy,4,,ɐplaɪ,ɐdʃaɪ
401,appoint,7,5,ampique,5,,ɐpɔɪnt,æmpiːk
402,appointee,9,6,appaintee,6,,ɐpɔɪntiː,æpeɪntiː
403,appointment,11,9,appaintmint,9,,ɐpɔɪntmənt,æpeɪntmɪnt
404,appraise,8,5,ampruade,7,,ɐpɹeɪz,æmpɹuːeɪd
405,appreciable,11,10,appromiably,10,,ɐpɹiːʃiəbəl,ɐpɹɑːmiəbli
406,appreciate,10,8,aptreliase,9,,ɐpɹiːʃɪeɪt,æptɹᵻlaɪeɪs
407,appreciative,12,10,appreviatine,10,,ɐpɹiːʃiətɪv,ɐpɹɛvɪætiːn
408,apprehend,9,8,approhind,8,,æpɹihɛnd,ɐpɹoʊhaɪnd
409,apprehensive,12,10,approlernize,9,,æpɹihɛnsɪv,ɐpɹoʊlɚnaɪz
410,apprentice,10,8,approntace,8,,ɐpɹɛntɪs,ɐpɹɔnteɪs
411,approach,8,5,ambroach,6,,ɐpɹoʊtʃ,æmbɹoʊtʃ
412,approaching,11,6,appreaching,7,,ɐpɹoʊtʃɪŋ,ɐpɹiːtʃɪŋ
413,appropriate,11,9,appreproade,9,,ɐpɹoʊpɹɪət,ɐpɹɛpɹoʊd
414,appropriation,13,11,approchiation,10,,ɐpɹoʊpɹɪeɪʃən,ɐpɹɑːkɪeɪʃən
415,approval,8,7,apprival,7,,ɐpɹuːvəl,ɐpɹaɪvəl
416,approve,7,5,alcrove,6,,ɐpɹuːv,ælkɹoʊv
417,approximate,11,10,applixigate,10,,ɐpɹɑːksɪmət,ɐplɪksᵻɡeɪt
418,approximation,13,12,approxigation,11,,ɐpɹɑːksɪmeɪʃən,ɐpɹɑːksɪɡeɪʃən
419,apricot,7,7,aprocut,7,,eɪpɹɪkɑːt,eɪpɹəkʌt
420,April,5,5,Aprif,5,,eɪpɹəl,eɪpɹɪf
421,apron,5,5,ascan,5,,eɪpɹən,ɐskæn
422,apt,3,3,eft,3,,æpt,ɛft
423,aptitude,8,8,aptotade,7,,æptɪtuːd,æptoʊteɪd
424,aquarium,8,8,aquanion,8,,ɐkwɛɹiəm,ækwæniən
425,aquatic,7,7,aquanid,7,,əkwæɾɪk,ækwɐnɪd
426,Arab,4,4,Arib,4,,æɹəb,æɹɪb
427,Arabian,7,7,Arobuan,7,,ɚɹeɪbiən,æɹɑːbjuːən
428,Arabic,6,6,Arofic,6,,æɹɐbɪk,æɹɑːfɪk
429,arbitrarily,11,11,arbidririly,11,,ɑːɹbɪtɹɛɹᵻli,ɑːɹbɪdɹaɪɚɹili
430,arbitrary,9,9,armiclary,9,,ɑːɹbɪtɹɛɹi,ɑːɹmɪklɚɹi
431,arbitrate,9,8,arbotrave,8,,ɑːɹbɪtɹeɪt,ɑːɹbətɹeɪv
432,arbitrator,10,10,armiplanor,10,,ɑːɹbɪtɹeɪɾɚ,ɑːɹmɪplænɚ
433,arc,3,3,arl,3,,ɑːɹk,ɑːɹl
434,arcade,6,5,anlade,5,,ɑːɹkeɪd,ænleɪd
435,arch,4,3,orge,3,,ɑːɹtʃ,ɔːɹdʒ
436,archaeology,11,9,archaealomy,9,,ɑːɹkiːɑːlədʒi,ɑːɹkiələmi
437,archbishop,10,8,archbuship,8,,ɑːɹtʃbɪʃəp,ɑːɹtʃbjuːʃɪp
438,archduke,8,7,auntnuke,7,,ɑːɹtʃduːk,æntnuːk
439,archer,6,5,orchen,5,,ɑːɹtʃɚ,ɔːɹtʃən
440,archery,7,6,archeny,6,,ɑːɹtʃɚɹi,ɑːɹtʃɛnaɪ
441,architect,9,8,archutict,8,,ɑːɹkɪtɛkt,ɑːɹtʃjuːɾɪkt
442,architectural,13,12,architullerly,11,,ɑːɹkɪtɛktʃɚɹəl,ɑːɹkɪtʌlɚli
443,architecture,12,10,archotempure,9,,ɑːɹkɪtɛktʃɚ,ɑːɹtʃoʊtmpjʊɹ
444,archway,7,5,arcelay,5,,ɑːɹtʃweɪ,ɑːɹsɪleɪ
445,arctic,6,6,asklic,6,,ɑːɹktɪk,æsklɪk
446,area,4,4,areo,4,,ɛɹiə,æɹɪoʊ
447,arena,5,5,aronu,5,,ɚɹiːnə,æɹənuː
448,arguable,8,9,argoaple,8,,ɑːɹɡjuːəbəl,ɑːɹɡoʊpəl
449,argue,5,5,anbue,5,,ɑːɹɡjuː,ænbjuː
450,argument,8,9,argofent,8,,ɑːɹɡjuːmənt,ɑːɹɡoʊfənt
451,argumentation,13,13,argucenraters,13,,ɑːɹɡjuːmənteɪʃən,ɑːɹɡjuːsɛnɹeɪɾɚz
452,argumentative,13,13,argucengators,14,,ɑːɹɡjuːmɛntətɪv,ɑːɹɡjuːsɛŋɡeɪɾɚz
453,arise,5,4,asint,5,,ɚɹaɪz,æsɪnt
454,aristocrat,10,10,arosticrab,10,,ɚɹɪstəkɹæt,ɚɹɑːstɪkɹæb
455,aristocratic,12,12,aristustatic,12,,ɚɹɪstəkɹæɾɪk,æɹɪstəstæɾɪk
456,arithmetic,10,9,arothmitis,9,,ɚɹɪθmətɪk,æɹəθmaɪɾɪs
457,arithmetical,12,11,arithramical,11,,æɹɪθmɛɾɪkəl,æɹɪθɹæmɪkəl
458,arithmetician,13,11,arithtenician,11,,æɹɪθmɪtɪʃən,æɹɪθtənɪʃən
459,arm,3,3,aze,2,,ɑːɹm,eɪz
460,armchair,8,6,artchaft,7,,ɑːɹmtʃɛɹ,ɑːɹttʃæft
461,armhole,7,6,artcole,6,,ɑːɹmhoʊl,ɑːɹtkoʊl
462,armor,5,5,angour,5,,ɑːɹmɚ,æŋɡɚ
463,armory,6,6,arcoury,6,,ɑːɹmɚɹi,ɑːɹkɜːɹi
464,armpit,6,6,acepot,5,,ɑːɹmpɪt,ɐsɛpɑːt
465,army,4,4,anly,4,,ɑːɹmi,ænli
466,aroma,5,5,arumo,5,,ɚɹoʊmə,æɹuːmoʊ
467,around,6,5,aroudge,4,,ɚɹaʊnd,ɚɹaʊdʒ
468,arouse,6,4,aseuse,4,,ɚɹaʊz,æsjuːs
469,arrange,7,5,andange,6,,ɚɹeɪndʒ,ændændʒ
470,array,5,3,anday,4,,ɚɹeɪ,ændeɪ
471,arrest,6,5,algest,6,,ɚɹɛst,ælɡɪst
472,arrival,7,6,arrovel,6,,ɚɹaɪvəl,æɹoʊvəl
473,arrogant,8,7,arrugunt,7,,æɹəɡənt,ɚɹuːɡʌnt
474,arrow,5,3,antow,4,,æɹoʊ,æntoʊ
475,arsenal,7,7,arsufal,7,,ɑːɹsənəl,ɑːɹsuːfəl
476,arson,5,5,ansin,5,,ɑːɹsən,ænsɪn
477,art,3,3,arn,3,,ɑːɹt,ɑːɹn
478,artery,6,6,artomy,6,,ɑːɹɾɚɹi,ɑːɹɾəmi
479,artful,6,6,amptul,8,,ɑːɹtfəl,æmptʌl
480,arthritis,9,8,arthrotus,8,,ɑːɹθɹaɪɾɪs,ɑːɹθɹɑːɾəs
481,arthropod,9,8,arthrupid,8,,ɑːɹθɹəpɑːd,ɑːɹθɹuːpɪd
482,article,7,7,artople,7,,ɑːɹɾɪkəl,ɑːɹɾɑːpəl
483,articulate,10,10,artirumate,9,,ɑːɹtɪkjʊleɪt,ɑːɹɾɚɹuːmeɪt
484,articulation,12,12,articonation,11,,ɑːɹtɪkjʊleɪʃən,ɑːɹɾɪkəneɪʃən
485,artifact,8,8,artofict,8,,ɑːɹɾɪfækt,ɑːɹɾəfɪkt
486,artificial,10,9,artomidial,10,,ɑːɹɾɪfɪʃəl,ɑːɹɾəmɪdɪəl
487,artillery,9,8,artellemy,8,,ɑːɹtɪlɚɹi,ɑːɹɾɪləmi
488,artist,6,6,antits,6,,ɑːɹɾɪst,æntɪts
489,artistic,8,8,artustid,8,,ɑːɹtɪstɪk,ɑːɹɾəstɪd
490,artistry,8,8,artostry,8,,ɑːɹɾɪstɹi,ɑːɹɾɑːstɹi
491,ascend,6,5,alvent,6,,ɐsɛnd,ælvənt
492,ascent,6,5,alrent,6,,ɐsɛnt,ɔːlɹɛnt
493,asexual,7,8,asenoal,7,,eɪsɛkʃuːəl,æsənoʊl
494,ash,3,2,oish,2,,æʃ,ɔɪʃ
495,ashamed,7,5,adromed,6,,ɐʃeɪmd,ɐdɹɑːmd
496,ashore,6,4,ashick,4,,ɐʃɔːɹ,æʃɪk
497,ashtray,7,5,airshay,4,,æʃtɹeɪ,ɛɹʃeɪ
498,ashy,4,3,alky,4,,æʃi,ælki
499,Asian,5,4,Asive,4,,eɪʒən,eɪsɪv
500,aside,5,4,abice,4,,ɐsaɪd,æbɪs
501,ask,3,3,amb,3,,æsk,æm
502,asleep,6,5,asheem,4,,ɐsliːp,æʃiːm
503,asparagus,9,9,assoramos,8,,ɐspæɹəɡəs,ɐsɔːɹəmoʊz
504,aspect,6,6,adpell,5,,æspɛkt,ɐdpɛl
505,aspiration,10,9,asparimive,9,,æspɚɹeɪʃən,ɐspæɹɪmɪv
506,aspire,6,6,alpone,5,,ɐspaɪɚ,ælpoʊn
507,aspirin,7,7,asporid,7,,æspɹɪn,ɐspɔːɹɪd
508,ass,3,2,aff,2,,æs,æf
509,assassin,8,5,assissit,6,,ɐsæsɪn,ɐsɪsɪt
510,assault,7,5,alsirth,6,,ɐsɔlt,ælsɜːθ
511,assemble,8,7,assimple,7,,ɐsɛmbəl,ɐsɪmpəl
512,assembly,8,7,assimply,7,,ɐsɛmbli,ɐsɪmpli
513,assert,6,5,affert,5,,ɐsɜːt,æfɚt
514,assertion,9,7,assentive,7,,ɐsɜːʃən,ɐsɛntɪv
515,assess,6,4,ampess,5,,ɐsɛs,æmpɛs
516,asset,5,4,ampet,5,,æsɛt,æmpɪt
517,assign,6,4,alsafe,5,,ɐsaɪn,ælseɪf
518,assignment,10,8,assernmint,9,,ɐsaɪnmənt,ɐsɜːnmɪnt
519,assimilate,10,8,assinilaze,8,,ɐsɪmᵻleɪt,ɐsɪnɪleɪz
520,assist,6,5,ambist,6,,ɐsɪst,æmbɪst
521,assistant,9,8,assustint,8,,ɐsɪstənt,ɐsʌstɪnt
522,associate,9,7,assicoaze,7,,ɐsoʊsɪeɪt,ɐsɪkoʊz
523,association,11,9,assomiatons,10,,ɐsoʊsɪeɪʃən,ɐsoʊmɪætənz
524,associative,11,9,assoriators,9,,ɐsoʊsiətɪv,ɐsɔːɹɪeɪɾɚz
525,assort,6,5,alsave,5,,ɐsɔːɹt,ælseɪv
526,assume,6,4,ampume,6,,ɐsuːm,æmpjuːm
527,assumption,10,8,assimptive,8,,ɐsʌmpʃən,ɐsɪmptɪv
528,assurance,9,7,assorarce,7,,əʃʊɹɹəns,ɐsɔːɹɑːɹs
529,assure,6,4,amture,6,,əʃʊɹ,æmtʃɚ
530,assured,7,5,addured,6,,əʃʊɹd,ɐdjʊɹd
531,asterisk,8,8,astorise,7,,æstɚɹɪsk,ɐstɔːɹaɪz
532,asthma,6,4,arthla,5,,æzmə,ɑːɹθlə
533,astonish,8,7,astanise,7,,ɐstɑːnɪʃ,ɐstænaɪz
534,astound,7,6,appound,5,,ɐstaʊnd,ɐpaʊnd
535,astray,6,5,athraw,4,,ɐstɹeɪ,æθɹɔː
536,astrological,12,11,astrofetical,12,,ɐstɹəlɑːdʒɪkəl,æstɹoʊfɛɾɪkəl
537,astrology,9,9,astronoby,9,,ɐstɹɑːlədʒi,ɐstɹɑːnoʊbi
538,astronaut,9,8,astrunaul,8,,æstɹənɔːt,ɐstɹʌnɔːl
539,astronautical,13,12,astrodervical,13,,æstɹənɔːɾɪkəl,æstɹoʊdɚvɪkəl
540,astronomical,12,12,astrobecical,12,,ɐstɹənɑːmɪkəl,æstɹoʊbsɪkəl
541,astronomy,9,9,asphonogy,8,,ɐstɹɑːnəmi,ɐsfɑːnɑːɡi
542,asylum,6,6,asulym,6,,ɐsaɪləm,ɐsuːlɪm
543,ate,3,2,ave,2,,eɪt,ɑːveɪ
544,atheism,7,7,atarics,7,,eɪθɪɪzəm,ætæɹɪks
545,atheist,7,6,athoise,5,,eɪθɪɪst,æθɔɪs
546,athlete,7,5,arelene,5,,æθliːt,æɹɪliːn
547,athletic,8,8,athlutin,7,,æθlɛɾɪk,æθluːtɪn
548,atlas,5,5,amras,5,,ætləs,æmɹəz
549,atmosphere,10,8,atmisphede,8,,ætməsfɪɹ,ætmɪsfɛd
550,atmospheric,11,10,atmemsterid,11,,ætməsfɛɹɪk,ætmɪmstɚɹɪd
551,atom,4,4,adoy,3,,æɾəm,ɐdɔɪ
552,atomic,6,6,atimid,6,,ɐtɑːmɪk,æɾɪmɪd
553,atrium,6,6,atroim,6,,eɪtɹiəm,ætɹɔɪm
554,atrocious,9,7,atrupious,8,,ɐtɹoʊʃəs,ætɹuːpiəs
555,attach,6,4,artius,5,,ɐtætʃ,ɑːɹɾɪəs
556,attachment,10,8,attochmint,8,,ɐtætʃmənt,ɐtɑːtʃmɪnt
557,attack,6,4,artine,5,,ɐtæk,ɑːɹtiːn
558,attain,6,4,artope,5,,ɐteɪn,ɑːɹɾoʊp
559,attainability,13,11,attainobalory,11,,ɐteɪnəbɪlᵻɾi,ɐteɪnəbælɚɹi
560,attempt,7,6,allempt,6,,ɐtɛmpt,ɐlɛmpt
561,attend,6,5,anpern,6,,ɐtɛnd,ænpɚn
562,attendance,10,8,attindarce,8,,ɐtɛndəns,ɐtɪndɑːɹs
563,attention,9,7,attuntive,8,,ɐtɛnʃən,ɐtʌntɪv
564,attic,5,4,allic,4,,æɾɪk,ælɪk
565,attire,6,5,artade,5,,ɐtaɪɚ,ɑːɹɾeɪd
566,attitude,8,7,attutide,6,,æɾɪtuːd,ɐtuːɾaɪd
567,attorney,8,6,attonrey,6,,ɐtɜːni,ɐtɑːnɹi
568,attract,7,6,asplart,7,,ɐtɹækt,ɐsplɑːɹt
569,attraction,10,8,attructive,8,,ɐtɹækʃən,ɐtɹʌktɪv
570,attribute,9,8,attrubate,7,,ætɹɪbjuːt,ɐtɹuːbeɪt
571,attribution,11,10,atthisetive,8,,ɐtɹɪbjuːʃən,ɐthaɪstɪv
572,attributive,11,10,attrinutize,10,,ɐtɹɪbjuːtɪv,ɐtɹɪnuːtaɪz
573,auburn,6,5,awlurn,5,,ɔːbɜːn,ɔːlɜːn
574,auction,7,5,alflion,7,,ɔːkʃən,ɐlflɪən
575,auctioneer,10,7,auctaineer,7,,ɔːkʃənɪɹ,ɔːkteɪnɪɹ
576,audibility,10,9,audicarity,9,,ɔːdəbɪlᵻɾi,ɔːdɪkæɹᵻɾi
577,audible,7,6,audople,6,,ɔːdᵻbəl,ɔːdɑːpəl
578,audibly,7,6,audoply,6,,ɔːdᵻbli,ɔːdəpli
579,audience,8,6,auliance,6,,ɔːdiəns,ɔːliəns
580,audio,5,4,aumia,4,,ɔːdɪoʊ,ɔːmiə
581,audiovisual,11,10,audiocadeal,10,,ɔːdɪoʊvɪʒuːəl,ɔːdɪoʊkeɪdəl
582,audit,5,4,avrit,5,,ɔːdɪt,ævɹɪt
583,audition,8,6,audotain,6,,ɔːdɪʃən,ɔːdəteɪn
584,auditor,7,6,audotar,5,,ɔːdɪɾɚ,ɔːdɑːɾɚ
585,auditorium,10,9,audateriur,8,,ɔːdɪtɔːɹiəm,ɔːdɐtɪɹiɜː
586,auditory,8,7,auritagy,7,,ɔːdɪtɔːɹi,ɔːɹɪtædʒi
587,August,6,5,Aldust,6,,ɔːɡəst,ɔːldʌst
588,aura,4,3,aipa,3,,ɔːɹə,eɪpə
589,Australian,10,9,Austromion,9,,ɔːstɹeɪliən,ɔːstɹoʊmiən
590,Austrian,8,7,Ausflian,7,,ɔːstɹiən,ɔːsfliən
591,authentic,9,7,authintid,7,,ɔːθɛntɪk,ɔːθɪntɪd
592,authenticity,12,10,authentibity,10,,ɔːθəntɪsᵻɾi,ɔːθəntɪbᵻɾi
593,author,6,4,awplor,6,,ɔːθɚ,ɔːplɔːɹ
594,authoritarian,13,11,authoronalion,11,,ɔːθɔːɹɪtɛɹiən,ɔːθɔːɹənæliən
595,authoritative,13,10,authorimation,9,,ɐθɔɹᵻteɪɾɪv,ɔːθɔːɹɪmeɪʃən
596,authority,9,7,ausparify,8,,ɐθɔːɹɪɾi,ɔːspæɹᵻfaɪ
597,authorization,13,10,authorimatize,11,,ɔːθɚɹᵻzeɪʃən,ɔːθɔːɹɪmɐtaɪz
598,authorize,9,6,authomaze,6,,ɔːθɚɹaɪz,ɔːθəmeɪz
599,auto,4,3,aplo,4,,ɔːɾoʊ,ɐploʊ
600,autobiography,13,11,autobiagrotry,12,,ɔːɾoʊbaɪɑːɡɹəfi,ɔːɾoʊbaɪəɡɹətɹi
601,autograph,9,7,autugriph,7,,ɔːɾəɡɹæf,ɔːɾəɡɹɪf
602,automatic,9,8,auromanid,8,,ɔːɾəmæɾɪk,ɔːɹoʊmænɪd
603,automation,10,8,autanotive,8,,ɔːɾəmeɪʃən,ɔːtɐnɑːɾɪv
604,automobile,10,8,autimabine,8,,ɔːɾəməbiəl,ɔːɾɪmæbaɪn
605,automotive,10,8,autamition,8,,ɔːɾoʊmoʊɾɪv,ɔːɾɐmɪʃən
606,autonomous,10,8,autanorous,8,,ɔːtɑːnəməs,ɔːtɐnɚɹəs
607,autonomy,8,7,autinapy,7,,ɔːtɑːnəmi,ɔːtɪnəpi
608,autopsy,7,6,autippy,5,,ɔːtɑːpsi,ɔːɾɪpi
609,autumn,6,4,awturp,5,,ɔːɾʌm,ɔːɾɜːp
610,auxiliary,9,8,auxidiogy,9,,ɔːksɪliəɹi,ɔːksɪdɪɑːɡi
611,avail,5,4,avold,5,,ɐveɪl,ævɑːld
612,available,9,8,aventably,9,,ɐveɪləbəl,ævəntəbli
613,avalanche,9,7,avomanche,7,,ævəlænʃ,ævəmæntʃ
614,avenge,6,5,aminge,5,,ɐvɛndʒ,æmɪndʒ
615,avenue,6,6,avenae,5,,ævənuː,ævəniː
616,average,7,6,averade,6,,ævɹɪdʒ,ævɚɹeɪd
617,aversion,8,7,avorsoon,7,,ɐvɜːʒən,ævɔːɹsuːn
618,aviation,8,7,amiateur,7,,eɪvɪeɪʃən,æmɪɐtʊɹ
619,aviator,7,7,amiatal,7,,eɪvɪeɪɾɚ,æmɪæɾəl
620,avid,4,4,avud,4,,ævɪd,ævʌd
621,avocado,7,7,avocida,7,,ævəkɑːdoʊ,ævəsɪdə
622,avoid,5,4,avarm,5,,ɐvɔɪd,ævɑːɹm
623,await,5,4,awope,4,,ɐweɪt,æwoʊp
624,awake,5,4,awape,4,,ɐweɪk,ɐweɪp
625,awaken,6,6,awoker,6,,ɐweɪkən,ɐwoʊkɚ
626,award,5,5,alord,5,,ɐwɔːɹd,ɐlɔːɹd
627,aware,5,4,awade,4,,ɐwɛɹ,ɐweɪd
628,awareness,9,7,aworeless,7,,ɐwɛɹnəs,æwɔːɹləs
629,away,4,3,awop,4,,ɐweɪ,æwəp
630,awe,3,1,awk,2,,ɔː,ɔːk
631,awesome,7,4,almsoke,6,,ɔːsʌm,ɑːmsoʊk
632,awful,5,4,axtul,6,,ɔːfəl,ækstʌl
633,awkward,7,6,adewack,5,,ɔːkwɚd,ɐdwæk
634,ax,2,3,ats,3,,æks,æts
635,axis,4,5,adir,4,,æksɪs,ædɪɹ
636,Aztec,5,5,Aytez,4,,æztɛk,aɪɾɛz
637,babble,6,5,bammle,5,,bæbəl,bæməl
638,babe,4,3,zabe,3,,beɪb,zeɪb
639,baboon,6,5,bobeen,5,,bæbuːn,boʊbən
640,baby,4,4,bimy,4,,beɪbi,baɪmi
641,bachelor,8,7,bachonor,7,,bætʃəlɚ,bɑːkɑːnɚ
642,back,4,3,zack,3,,bæk,zæk
643,backfield,9,7,bankfiege,8,,bækfiːld,bæŋkfiːdʒ
644,backrest,8,7,bankrust,8,,bækɹɛst,bæŋkɹʌst
645,backside,8,6,banksade,7,,bæksaɪd,bæŋkseɪd
646,backwash,8,6,bankwase,7,,bækwɑːʃ,bæŋkweɪs
647,bacon,5,5,bucan,5,,beɪkən,bjuːkən
648,bacteriology,12,12,bactemialamy,12,,bæktɪɹiɑːlədʒi,bæktɪmɪɐlæmi
649,bad,3,3,bab,3,,bæd,bæb
650,badge,5,3,bodge,3,,bædʒ,bɑːdʒ
651,badminton,9,8,badmantin,9,,bædmɪntən,bædmɐntɪn
652,baffle,6,5,bakkle,5,,bæfəl,bækəl
653,bag,3,3,bap,3,,bæɡ,bæp
654,bagel,5,5,bumel,5,,beɪɡəl,bjuːməl
655,baggage,7,5,baddage,5,,bæɡɪdʒ,bædɪdʒ
656,baggy,5,4,bammy,4,,bæɡi,bæmi
657,bagpipe,7,6,banpope,6,,bæɡpaɪp,bænpoʊp
658,bail,4,3,blart,5,,beɪl,blɑːɹt
659,bait,4,3,barp,4,,beɪt,bɑːɹp
660,bake,4,3,bope,3,,beɪk,boʊp
661,bakery,6,6,bakeny,6,,beɪkɚɹi,beɪkni
662,balance,7,6,bamades,6,,bæləns,bæmeɪdz
663,balcony,7,7,balfony,7,,bælkəni,bælfəni
664,bald,4,4,barl,4,,bɔːld,bɑːɹl
665,ball,4,3,bame,3,,bɔːl,beɪm
666,ballad,6,5,bammad,5,,bæləd,bæmæd
667,ballerina,9,8,ballorica,8,,bælɚɹiːnə,bælɔːɹɪkə
668,ballet,6,4,bammet,5,,bæleɪ,bæmɪt
669,balloon,7,5,baggoon,5,,bəluːn,bæɡuːn
670,ballot,6,5,barrot,5,,bælət,bæɹət
671,ballroom,8,6,bartreem,7,,bɔːlɹuːm,bɑːɹtɹiːm
672,balm,4,4,joom,3,,bɑːm,dʒuːm
673,bamboo,6,5,bumbee,5,,bæmbuː,bʌmbiː
674,ban,3,3,baz,3,,bæn,bæz
675,banana,6,6,bameta,6,,bɐnænə,bæmɛɾə
676,band,4,4,beod,4,,bænd,beɪɑːd
677,bandage,7,6,bindase,6,,bændɪdʒ,baɪndeɪs
678,bandanna,8,7,bandino,7,,bændænə,bændiːnoʊ
679,bandit,6,6,bardal,6,,bændɪt,bɑːɹdəl
680,bandstand,9,9,bashstack,7,,bændstænd,bæʃstæk
681,bandwagon,9,9,bandwamon,9,,bændwæɡən,bændwəmən
682,bang,4,3,bamp,4,,bæŋ,bæmp
683,banish,6,5,barush,5,,bænɪʃ,bɑːɹɹʌʃ
684,banjo,5,5,binja,5,,bændʒoʊ,bɪnjə
685,bank,4,4,bams,4,,bæŋk,bæmz
686,banker,6,6,bonler,6,,bæŋkɚ,bɑːnlɚ
687,bankroll,8,7,bartroke,7,,bæŋkɹoʊl,bɑːɹtɹoʊk
688,bankrupt,8,8,bartruch,7,,bæŋkɹʌpt,bɑːɹtɹʌtʃ
689,banner,6,5,bazzer,5,,bænɚ,bæzɚ
690,banquet,7,7,barchet,6,,bæŋkwɪt,bɑːɹtʃɪt
691,baptism,7,8,boptasm,8,,bæptɪzəm,bɑːptæzəm
692,baptismal,9,9,baptasnal,9,,bæptɪsməl,bæptæsnəl
693,baptist,7,7,baltast,7,,bæptɪst,bɔlteɪst
694,baptize,7,6,barlize,6,,bæptaɪz,bɑːɹlaɪz
695,bar,3,3,boim,3,,bɑːɹ,bɔɪm
696,barbarian,9,9,barburoan,9,,bɑːɹbɛɹiən,bɑːɹbjʊɹɹoʊn
697,barbaric,8,8,barburin,8,,bɑːɹbæɹɪk,bɑːɹbɪɹɪn
698,barbecue,8,8,barbocun,8,,bɑːɹbɪkjuː,bɑːɹbəkʌn
699,barbell,7,6,banbill,6,,bɑːɹbɛl,bænbɪl
700,barber,6,6,banver,6,,bɑːɹbɚ,bænvɚ
